State,AdminRegion,Count_yr,SpeciesNumber,NumberByPartyHours,Year,ReportingCounts,ReportingObservers
NY,new york,80,389,0.0773,1979,40,115
NY,new york,81,867,0.176,1980,57,136
NY,new york,82,1099,0.2242,1981,57,120
NY,new york,83,548,0.1034,1982,53,108
NY,new york,84,967,0.166,1983,57,116
NY,new york,85,290,0.0538,1984,45,84
NY,new york,86,617,0.1155,1985,61,103
NY,new york,87,836,0.1513,1986,59,91
NY,new york,88,659,0.1107,1987,60,101
NY,new york,89,533,0.0975,1988,56,85
NY,new york,90,1254,0.2536,1989,66,87
NY,new york,91,813,0.1535,1990,62,89
NY,new york,92,685,0.1291,1991,56,93
NY,new york,93,945,0.1748,1992,61,85
NY,new york,94,1303,0.2444,1993,61,81
NY,new york,95,812,0.1531,1994,57,94
NY,new york,96,1158,0.2074,1995,67,86
NY,new york,97,587,0.1138,1996,54,94
NY,new york,98,1380,0.2553,1997,65,87
NY,new york,99,817,0.1576,1998,51,92
NY,new york,100,1053,0.1854,1999,65,87
NY,new york,101,686,0.1355,2000,58,90
NY,new york,102,958,0.1707,2001,70,77
NY,new york,103,497,0.0926,2002,54,95
NY,new york,104,969,0.1761,2003,66,113
NY,new york,105,930,0.1693,2004,63,103
NY,new york,106,1016,0.1723,2005,67,102
NY,new york,107,817,0.139,2006,60,102
NY,new york,108,1039,0.1787,2007,64,145
NY,new york,109,792,0.1403,2008,62,108
NY,new york,110,751,0.1459,2009,61,77
NY,new york,111,968,0.1689,2010,69,146
NY,new york,112,600,0.1055,2011,49,126
NY,new york,113,1373,0.246,2012,69,122
NY,new york,114,573,0.1102,2013,58,145
OH,ohio,2,2,0,1901,1,2
OH,ohio,4,2,0,1903,2,2
OH,ohio,5,1,0,1904,1,1
OH,ohio,7,2,0,1906,1,2
OH,ohio,8,1,0,1907,1,2
OH,ohio,10,2,0,1909,1,1
OH,ohio,11,7,0,1910,2,3
OH,ohio,12,8,0,1911,2,1
OH,ohio,13,17,0,1912,7,2
OH,ohio,15,15,0,1914,1,5
OH,ohio,16,2,0,1915,1,5
OH,ohio,17,1,0,1916,1,1
OH,ohio,18,1,0,1917,1,1
OH,ohio,19,2,0,1918,1,1
OH,ohio,20,6,1.5,1919,1,5
OH,ohio,21,3,0.75,1920,1,1
OH,ohio,22,6,0.0732,1921,1,3
OH,ohio,23,3,0,1922,1,6
OH,ohio,24,0,0,1923,2,3
OH,ohio,25,6,0,1924,2,10
OH,ohio,26,5,0,1925,2,7
OH,ohio,27,2,0,1926,1,1
OH,ohio,28,2,0,1927,1,2
OH,ohio,30,3,0.0674,1929,2,2
OH,ohio,31,14,0.2692,1930,5,15
OH,ohio,32,136,0,1931,9,19
OH,ohio,33,5,0,1932,4,16
OH,ohio,34,131,0,1933,5,14
OH,ohio,35,2,0,1934,2,13
OH,ohio,36,19,0,1935,6,13
OH,ohio,37,11,0,1936,3,28
OH,ohio,38,73,0,1937,9,22
OH,ohio,39,7,0.0515,1938,7,25
OH,ohio,40,42,0.1772,1939,6,20
OH,ohio,41,28,0.1238,1940,5,44
OH,ohio,42,103,0.4891,1941,12,37
OH,ohio,43,7,0.0371,1942,4,22
OH,ohio,44,36,0.1178,1943,9,25
OH,ohio,45,12,0.0353,1944,4,21
OH,ohio,46,67,0.1765,1945,12,23
OH,ohio,47,34,0.0854,1946,6,28
OH,ohio,48,12,0.0297,1947,6,24
OH,ohio,49,15,0.0343,1948,6,34
OH,ohio,50,123,0.1519,1949,14,60
OH,ohio,51,16,0.0136,1950,7,47
OH,ohio,52,76,0.0678,1951,13,58
OH,ohio,53,45,0.0443,1952,10,35
OH,ohio,54,72,0.0611,1953,13,42
OH,ohio,55,118,0.0698,1954,15,59
OH,ohio,56,120,0.0834,1955,16,51
OH,ohio,57,35,0.0255,1956,13,68
OH,ohio,58,101,0.0618,1957,21,73
OH,ohio,59,28,0.0176,1958,13,71
OH,ohio,60,94,0.0613,1959,20,70
OH,ohio,61,23,0.0153,1960,6,32
OH,ohio,62,78,0.0424,1961,25,59
OH,ohio,63,23,0.0157,1962,12,63
OH,ohio,64,92,0.0545,1963,21,85
OH,ohio,65,34,0.0158,1964,12,75
OH,ohio,66,319,0.1363,1965,29,96
OH,ohio,67,72,0.0303,1966,20,95
OH,ohio,68,13,0.0052,1967,7,110
OH,ohio,69,188,0.0921,1968,30,96
OH,ohio,70,360,0.1665,1969,37,97
OH,ohio,71,100,0.0394,1970,27,108
OH,ohio,72,87,0.0348,1971,21,109
OH,ohio,73,356,0.1444,1972,40,112
OH,ohio,74,130,0.0512,1973,25,139
OH,ohio,75,60,0.0204,1974,24,135
OH,ohio,76,277,0.0898,1975,38,137
OH,ohio,77,236,0.0736,1976,36,145
OH,ohio,78,174,0.0567,1977,37,144
OH,ohio,79,281,0.0927,1978,36,144
OH,ohio,80,78,0.0223,1979,27,157
OH,ohio,81,315,0.1042,1980,42,151
OH,ohio,82,270,0.0887,1981,41,136
OH,ohio,83,178,0.0556,1982,37,154
OH,ohio,84,344,0.1053,1983,44,175
OH,ohio,85,37,0.0117,1984,19,112
OH,ohio,86,485,0.1537,1985,49,166
OH,ohio,87,250,0.0753,1986,39,109
OH,ohio,88,143,0.0408,1987,33,112
OH,ohio,89,93,0.0285,1988,33,110
OH,ohio,90,488,0.1584,1989,43,103
OH,ohio,91,132,0.0431,1990,31,90
OH,ohio,92,102,0.0306,1991,24,88
OH,ohio,93,148,0.0418,1992,34,84
OH,ohio,94,362,0.1077,1993,48,82
OH,ohio,95,76,0.0231,1994,27,104
OH,ohio,96,388,0.1096,1995,48,100
OH,ohio,97,48,0.0157,1996,21,85
OH,ohio,98,807,0.2286,1997,49,102
OH,ohio,99,60,0.0199,1998,21,92
OH,ohio,100,387,0.1176,1999,47,86
OH,ohio,101,152,0.0494,2000,35,87
OH,ohio,102,475,0.139,2001,46,89
OH,ohio,103,55,0.0161,2002,27,92
OH,ohio,104,176,0.052,2003,36,94
OH,ohio,105,198,0.0544,2004,43,96
OH,ohio,106,845,0.2072,2005,56,93
OH,ohio,107,76,0.0168,2006,30,117
OH,ohio,108,696,0.1596,2007,57,129
OH,ohio,109,386,0.0899,2008,42,111
OH,ohio,110,177,0.0426,2009,45,99
OH,ohio,111,247,0.0608,2010,48,102
OH,ohio,112,105,0.0245,2011,28,107
OH,ohio,113,1126,0.2769,2012,61,141
OH,ohio,114,98,0.0283,2013,33,123
OK,oklahoma,30,2,0,1929,1,1
OK,oklahoma,51,3,0.0176,1950,2,8
OK,oklahoma,56,3,0.0124,1955,2,23
OK,oklahoma,57,0,0,1956,1,4
OK,oklahoma,58,7,0.0348,1957,3,11
OK,oklahoma,59,1,0.0053,1958,2,12
OK,oklahoma,61,1,0.0033,1960,1,20
OK,oklahoma,62,20,0.078,1961,5,20
OK,oklahoma,63,3,0.0114,1962,2,22
OK,oklahoma,64,21,0.0618,1963,5,25
OK,oklahoma,65,3,0.0086,1964,2,8
OK,oklahoma,66,20,0.0494,1965,5,21
OK,oklahoma,67,5,0.0148,1966,2,20
OK,oklahoma,69,10,0.0251,1968,4,19
OK,oklahoma,70,31,0.0684,1969,6,21
OK,oklahoma,71,11,0.024,1970,2,14
OK,oklahoma,72,1,0.0021,1971,1,27
OK,oklahoma,73,8,0.016,1972,4,30
OK,oklahoma,74,5,0.0103,1973,5,20
OK,oklahoma,75,9,0.0133,1974,4,21
OK,oklahoma,76,32,0.0494,1975,6,27
OK,oklahoma,77,19,0.0251,1976,8,30
OK,oklahoma,78,23,0.031,1977,10,34
OK,oklahoma,79,6,0.0078,1978,4,31
OK,oklahoma,80,4,0.0054,1979,3,15
OK,oklahoma,81,31,0.0425,1980,6,32
OK,oklahoma,82,19,0.0244,1981,8,60
OK,oklahoma,83,2,0.0024,1982,1,18
OK,oklahoma,84,22,0.0313,1983,4,47
OK,oklahoma,85,15,0.0203,1984,5,35
OK,oklahoma,86,35,0.0386,1985,11,42
OK,oklahoma,87,27,0.0287,1986,7,34
OK,oklahoma,88,5,0.006,1987,2,24
OK,oklahoma,89,8,0.0085,1988,3,24
OK,oklahoma,90,45,0.0486,1989,10,31
OK,oklahoma,91,3,0.0036,1990,2,20
OK,oklahoma,92,17,0.0159,1991,6,39
OK,oklahoma,93,2,0.0018,1992,2,41
OK,oklahoma,94,208,0.1785,1993,13,35
OK,oklahoma,95,5,0.0045,1994,3,28
OK,oklahoma,96,60,0.0584,1995,13,54
OK,oklahoma,97,12,0.0118,1996,7,26
OK,oklahoma,98,89,0.0909,1997,9,52
OK,oklahoma,99,14,0.0135,1998,7,45
OK,oklahoma,100,155,0.1338,1999,14,50
OK,oklahoma,101,10,0.0124,2000,5,27
OK,oklahoma,102,11,0.0097,2001,7,47
OK,oklahoma,103,3,0.0027,2002,3,52
OK,oklahoma,104,5,0.0045,2003,4,44
OK,oklahoma,105,61,0.0544,2004,13,42
OK,oklahoma,106,21,0.018,2005,8,44
OK,oklahoma,107,4,0.0036,2006,4,25
OK,oklahoma,108,140,0.1403,2007,16,36
OK,oklahoma,109,4,0.0035,2008,4,62
OK,oklahoma,110,13,0.0123,2009,7,36
OK,oklahoma,111,60,0.0547,2010,12,56
OK,oklahoma,112,1,0.0011,2011,1,27
OK,oklahoma,113,73,0.0669,2012,14,55
OK,oklahoma,114,4,0.0047,2013,5,43
OR,oregon,13,2,0,1912,1,2
OR,oregon,14,2,0,1913,1,2
OR,oregon,19,8,0,1918,2,1
OR,oregon,20,1,0,1919,1,1
OR,oregon,28,2,0,1927,1,30
OR,oregon,33,0,0,1932,1,3
OR,oregon,34,1,0,1933,1,24
OR,oregon,35,13,0,1934,1,18
OR,oregon,36,22,0,1935,1,30
OR,oregon,37,14,0,1936,1,40
OR,oregon,38,1,0,1937,1,33
OR,oregon,39,1,0.0145,1938,1,49
OR,oregon,40,61,0.5571,1939,1,57
OR,oregon,41,4,0.0313,1940,1,65
OR,oregon,42,37,0.3033,1941,2,67
OR,oregon,43,6,0.0583,1942,1,52
OR,oregon,45,6,0.0492,1944,2,68
OR,oregon,46,23,0.211,1945,2,62
OR,oregon,47,28,0.1697,1946,2,66
OR,oregon,48,11,0.0671,1947,1,63
OR,oregon,49,6,0.0339,1948,1,56
OR,oregon,50,3,0.0168,1949,1,62
OR,oregon,51,14,0.0636,1950,2,69
OR,oregon,52,20,0.0855,1951,3,66
OR,oregon,53,22,0.0821,1952,3,63
OR,oregon,54,11,0.057,1953,3,72
OR,oregon,55,38,0.1739,1954,2,56
OR,oregon,56,30,0.1676,1955,2,60
OR,oregon,57,8,0.0327,1956,5,59
OR,oregon,58,28,0.1007,1957,3,65
OR,oregon,59,95,0.3127,1958,4,71
OR,oregon,60,35,0.1188,1959,4,71
OR,oregon,61,130,0.4745,1960,5,60
OR,oregon,62,66,0.1944,1961,4,45
OR,oregon,63,229,0.6107,1962,7,48
OR,oregon,64,33,0.076,1963,6,55
OR,oregon,65,29,0.0586,1964,6,42
OR,oregon,66,62,0.1294,1965,6,31
OR,oregon,67,73,0.1161,1966,8,39
OR,oregon,68,84,0.1114,1967,8,69
OR,oregon,69,132,0.1935,1968,7,56
OR,oregon,70,100,0.0975,1969,10,67
OR,oregon,71,295,0.2747,1970,9,72
OR,oregon,72,147,0.1208,1971,11,83
OR,oregon,73,181,0.1551,1972,13,94
OR,oregon,74,271,0.2268,1973,12,75
OR,oregon,75,220,0.1711,1974,11,90
OR,oregon,76,228,0.1472,1975,15,74
OR,oregon,77,390,0.2303,1976,18,65
OR,oregon,78,333,0.1698,1977,17,66
OR,oregon,79,280,0.1581,1978,15,67
OR,oregon,80,356,0.1847,1979,21,95
OR,oregon,81,437,0.2242,1980,19,90
OR,oregon,82,234,0.1263,1981,21,81
OR,oregon,83,425,0.2206,1982,20,75
OR,oregon,84,408,0.193,1983,21,58
OR,oregon,85,317,0.1468,1984,22,79
OR,oregon,86,591,0.2821,1985,23,70
OR,oregon,87,500,0.2222,1986,26,63
OR,oregon,88,498,0.2506,1987,21,58
OR,oregon,89,481,0.2398,1988,23,77
OR,oregon,90,702,0.3588,1989,22,80
OR,oregon,91,385,0.1811,1990,23,84
OR,oregon,92,474,0.1887,1991,26,94
OR,oregon,93,389,0.1526,1992,31,91
OR,oregon,94,604,0.23,1993,27,89
OR,oregon,95,512,0.2174,1994,28,80
OR,oregon,96,782,0.3019,1995,25,87
OR,oregon,97,451,0.1586,1996,31,72
OR,oregon,98,434,0.1675,1997,28,94
OR,oregon,99,920,0.3302,1998,32,81
OR,oregon,100,527,0.2026,1999,32,100
OR,oregon,101,1314,0.4595,2000,32,85
OR,oregon,102,840,0.2955,2001,34,99
OR,oregon,103,1493,0.4962,2002,32,114
OR,oregon,104,536,0.2155,2003,32,73
OR,oregon,105,1562,0.5125,2004,35,105
OR,oregon,106,615,0.2253,2005,31,101
OR,oregon,107,965,0.3467,2006,33,132
OR,oregon,108,861,0.3227,2007,32,118
OR,oregon,109,1002,0.404,2008,31,155
OR,oregon,110,1034,0.3626,2009,33,144
OR,oregon,111,987,0.3338,2010,35,151
OR,oregon,112,915,0.304,2011,34,210
OR,oregon,113,1993,0.6798,2012,34,238
OR,oregon,114,1228,0.3451,2013,36,262
PA,pennsylvania,13,2,0,1912,1,2
PA,pennsylvania,18,2,0,1917,1,2
PA,pennsylvania,19,8,0,1918,1,2
PA,pennsylvania,22,2,0.0186,1921,1,3
PA,pennsylvania,26,1,0,1925,1,10
PA,pennsylvania,27,2,0,1926,1,1
PA,pennsylvania,28,1,0,1927,1,2
PA,pennsylvania,31,16,0,1930,5,20
PA,pennsylvania,32,2,0,1931,3,6
PA,pennsylvania,33,3,0.3,1932,2,24
PA,pennsylvania,34,6,0,1933,4,14
PA,pennsylvania,35,2,0,1934,2,18
PA,pennsylvania,36,7,0,1935,3,17
PA,pennsylvania,37,14,0,1936,5,23
PA,pennsylvania,38,22,0,1937,7,16
PA,pennsylvania,39,16,0.1822,1938,4,165
PA,pennsylvania,40,16,0.0711,1939,6,28
PA,pennsylvania,41,28,0.0899,1940,7,19
PA,pennsylvania,42,17,0.0723,1941,6,25
PA,pennsylvania,43,12,0.0405,1942,6,24
PA,pennsylvania,44,54,0.1515,1943,7,19
PA,pennsylvania,46,11,0.0408,1945,4,30
PA,pennsylvania,47,17,0.0473,1946,5,35
PA,pennsylvania,48,2,0.0071,1947,1,25
PA,pennsylvania,49,13,0.0364,1948,5,36
PA,pennsylvania,50,17,0.0317,1949,7,42
PA,pennsylvania,52,74,0.0944,1951,11,38
PA,pennsylvania,53,8,0.0095,1952,6,22
PA,pennsylvania,54,19,0.017,1953,6,58
PA,pennsylvania,55,30,0.0298,1954,11,53
PA,pennsylvania,56,44,0.0502,1955,10,38
PA,pennsylvania,57,4,0.0055,1956,3,20
PA,pennsylvania,58,51,0.0545,1957,15,55
PA,pennsylvania,59,24,0.0232,1958,10,56
PA,pennsylvania,60,99,0.0995,1959,23,59
PA,pennsylvania,61,5,0.0048,1960,4,53
PA,pennsylvania,62,54,0.0372,1961,22,67
PA,pennsylvania,63,21,0.0178,1962,11,67
PA,pennsylvania,64,100,0.0694,1963,24,51
PA,pennsylvania,65,6,0.0046,1964,4,48
PA,pennsylvania,66,268,0.1719,1965,28,94
PA,pennsylvania,67,39,0.0231,1966,17,54
PA,pennsylvania,68,29,0.0149,1967,11,110
PA,pennsylvania,69,157,0.084,1968,25,100
PA,pennsylvania,70,247,0.1208,1969,33,111
PA,pennsylvania,71,97,0.0387,1970,23,131
PA,pennsylvania,72,92,0.0382,1971,26,143
PA,pennsylvania,73,356,0.1284,1972,39,128
PA,pennsylvania,74,204,0.0679,1973,36,83
PA,pennsylvania,75,253,0.0749,1974,35,137
PA,pennsylvania,76,240,0.0714,1975,36,173
PA,pennsylvania,77,482,0.1321,1976,35,136
PA,pennsylvania,78,302,0.0827,1977,35,147
PA,pennsylvania,79,349,0.0996,1978,40,160
PA,pennsylvania,80,111,0.0302,1979,27,176
PA,pennsylvania,81,293,0.08,1980,40,154
PA,pennsylvania,82,1497,0.3852,1981,44,151
PA,pennsylvania,83,243,0.0633,1982,36,158
PA,pennsylvania,84,475,0.1155,1983,47,146
PA,pennsylvania,85,135,0.0287,1984,32,109
PA,pennsylvania,86,721,0.1609,1985,49,144
PA,pennsylvania,87,350,0.0716,1986,46,118
PA,pennsylvania,88,501,0.1052,1987,49,91
PA,pennsylvania,89,109,0.0206,1988,34,98
PA,pennsylvania,90,780,0.1725,1989,57,90
PA,pennsylvania,91,512,0.1094,1990,47,113
PA,pennsylvania,92,196,0.0398,1991,45,107
PA,pennsylvania,93,343,0.0661,1992,56,87
PA,pennsylvania,94,496,0.0937,1993,58,89
PA,pennsylvania,95,177,0.0342,1994,46,90
PA,pennsylvania,96,637,0.1223,1995,64,99
PA,pennsylvania,97,142,0.0258,1996,43,120
PA,pennsylvania,98,1082,0.1947,1997,60,125
PA,pennsylvania,99,130,0.0241,1998,39,109
PA,pennsylvania,100,699,0.1223,1999,65,91
PA,pennsylvania,101,256,0.0524,2000,52,85
PA,pennsylvania,102,755,0.1332,2001,65,88
PA,pennsylvania,103,97,0.018,2002,33,87
PA,pennsylvania,104,240,0.0466,2003,49,86
PA,pennsylvania,105,237,0.0448,2004,55,98
PA,pennsylvania,106,1163,0.2095,2005,66,100
PA,pennsylvania,107,170,0.0298,2006,43,70
PA,pennsylvania,108,637,0.1193,2007,62,103
PA,pennsylvania,109,506,0.088,2008,61,95
PA,pennsylvania,110,199,0.0425,2009,53,87
PA,pennsylvania,111,315,0.0586,2010,63,80
PA,pennsylvania,112,106,0.0186,2011,38,71
PA,pennsylvania,113,1197,0.2071,2012,73,109
PA,pennsylvania,114,125,0.0242,2013,45,183
RI,rhode island,9,1,0,1908,1,1
RI,rhode island,22,2,0.0702,1921,1,3
RI,rhode island,24,10,0,1923,1,11
RI,rhode island,26,2,0,1925,1,9
RI,rhode island,32,5,0,1931,1,3
RI,rhode island,34,6,0,1933,1,4
RI,rhode island,38,4,0,1937,2,9
RI,rhode island,42,1,0.018,1941,1,4
RI,rhode island,46,1,0.0385,1945,1,10
RI,rhode island,52,2,0.0225,1951,2,20
RI,rhode island,53,2,0.0175,1952,1,29
RI,rhode island,54,2,0.0118,1953,2,34
RI,rhode island,55,13,0.0974,1954,2,32
RI,rhode island,56,1,0.0074,1955,1,31
RI,rhode island,58,18,0.1333,1957,2,36
RI,rhode island,60,14,0.1029,1959,2,34
RI,rhode island,62,14,0.1077,1961,3,23
RI,rhode island,63,3,0.0194,1962,1,28
RI,rhode island,64,17,0.1133,1963,2,28
RI,rhode island,66,16,0.1176,1965,3,25
RI,rhode island,67,2,0.0148,1966,1,22
RI,rhode island,69,9,0.0652,1968,2,26
RI,rhode island,70,9,0.0577,1969,1,37
RI,rhode island,71,1,0.0076,1970,1,16
RI,rhode island,72,11,0.0753,1971,2,34
RI,rhode island,73,3,0.0214,1972,2,25
RI,rhode island,74,3,0.0197,1973,1,24
RI,rhode island,75,11,0.0743,1974,2,16
RI,rhode island,76,58,0.2685,1975,3,37
RI,rhode island,77,37,0.1689,1976,3,27
RI,rhode island,78,45,0.225,1977,3,30
RI,rhode island,80,3,0.0146,1979,2,36
RI,rhode island,81,27,0.1406,1980,3,31
RI,rhode island,82,26,0.1193,1981,3,33
RI,rhode island,83,15,0.0699,1982,2,29
RI,rhode island,84,12,0.0698,1983,2,36
RI,rhode island,85,1,0.0044,1984,1,28
RI,rhode island,86,29,0.1352,1985,3,32
RI,rhode island,87,60,0.2626,1986,3,34
RI,rhode island,88,18,0.0997,1987,3,29
RI,rhode island,89,11,0.0521,1988,2,24
RI,rhode island,90,72,0.2824,1989,3,24
RI,rhode island,91,33,0.1606,1990,2,27
RI,rhode island,92,30,0.1496,1991,2,26
RI,rhode island,93,36,0.1743,1992,3,25
RI,rhode island,94,137,0.6035,1993,3,28
RI,rhode island,95,10,0.0426,1994,2,35
RI,rhode island,96,152,0.7053,1995,3,28
RI,rhode island,97,26,0.1086,1996,2,42
RI,rhode island,98,135,0.5895,1997,3,40
RI,rhode island,99,10,0.0374,1998,2,42
RI,rhode island,100,55,0.2148,1999,3,31
RI,rhode island,101,5,0.0231,2000,2,98
RI,rhode island,102,71,0.2901,2001,3,127
RI,rhode island,103,9,0.031,2002,2,32
RI,rhode island,104,39,0.1127,2003,4,116
RI,rhode island,105,38,0.1139,2004,3,47
RI,rhode island,106,37,0.1109,2005,4,71
RI,rhode island,107,6,0.0169,2006,3,82
RI,rhode island,108,104,0.2773,2007,4,94
RI,rhode island,109,29,0.0824,2008,4,113
RI,rhode island,110,17,0.0477,2009,4,36
RI,rhode island,111,56,0.1439,2010,4,45
RI,rhode island,113,325,0.8954,2012,4,50
RI,rhode island,114,7,0.018,2013,3,47
SC,south carolina,16,1,0,1915,1,1
SC,south carolina,17,5,0,1916,1,1
SC,south carolina,19,1,0,1918,1,2
SC,south carolina,22,8,0,1921,2,2
SC,south carolina,26,1,0,1925,1,2
SC,south carolina,42,2,0.0526,1941,1,16
SC,south carolina,44,3,0.0984,1943,1,3
SC,south carolina,45,1,0.0222,1944,1,12
SC,south carolina,46,1,0.0233,1945,1,4
SC,south carolina,47,1,0.0263,1946,1,16
SC,south carolina,49,2,0.069,1948,1,9
SC,south carolina,50,2,0.0144,1949,2,38
SC,south carolina,55,4,0.036,1954,1,11
SC,south carolina,56,2,0.0163,1955,1,3
SC,south carolina,59,1,0.0055,1958,1,5
SC,south carolina,60,1,0.007,1959,1,7
SC,south carolina,61,1,0.007,1960,1,7
SC,south carolina,62,5,0.0161,1961,3,27
SC,south carolina,63,1,0.0046,1962,1,2
SC,south carolina,64,8,0.0435,1963,4,43
SC,south carolina,65,1,0.0049,1964,1,29
SC,south carolina,66,4,0.0235,1965,1,32
SC,south carolina,69,21,0.1409,1968,2,42
SC,south carolina,70,9,0.0411,1969,4,39
SC,south carolina,72,1,0.0038,1971,1,9
SC,south carolina,73,6,0.0217,1972,3,48
SC,south carolina,75,4,0.0153,1974,4,40
SC,south carolina,76,4,0.0111,1975,1,9
SC,south carolina,77,35,0.0786,1976,7,51
SC,south carolina,78,100,0.1674,1977,9,40
SC,south carolina,79,6,0.009,1978,5,43
SC,south carolina,80,11,0.0192,1979,2,66
SC,south carolina,81,181,0.2551,1980,8,53
SC,south carolina,82,33,0.054,1981,6,39
SC,south carolina,83,19,0.024,1982,7,118
SC,south carolina,84,14,0.0156,1983,4,37
SC,south carolina,85,2,0.002,1984,2,50
SC,south carolina,86,100,0.1203,1985,12,116
SC,south carolina,87,17,0.0178,1986,7,45
SC,south carolina,88,14,0.015,1987,6,121
SC,south carolina,89,2,0.0021,1988,2,148
SC,south carolina,90,16,0.0152,1989,5,141
SC,south carolina,91,12,0.0106,1990,5,158
SC,south carolina,92,3,0.0025,1991,2,143
SC,south carolina,93,10,0.0074,1992,5,33
SC,south carolina,94,30,0.02,1993,7,151
SC,south carolina,95,9,0.0073,1994,4,146
SC,south carolina,96,66,0.0598,1995,8,170
SC,south carolina,97,4,0.0045,1996,3,48
SC,south carolina,98,23,0.0185,1997,6,151
SC,south carolina,99,5,0.0061,1998,3,155
SC,south carolina,100,15,0.0152,1999,2,194
SC,south carolina,101,12,0.0136,2000,2,165
SC,south carolina,102,12,0.0096,2001,4,149
SC,south carolina,103,4,0.0032,2002,2,175
SC,south carolina,104,7,0.0064,2003,5,140
SC,south carolina,105,72,0.0741,2004,12,150
SC,south carolina,106,21,0.0167,2005,6,28
SC,south carolina,107,5,0.0037,2006,3,171
SC,south carolina,108,134,0.0938,2007,18,136
SC,south carolina,109,7,0.0066,2008,4,156
SC,south carolina,110,10,0.0063,2009,5,167
SC,south carolina,111,38,0.026,2010,15,151
SC,south carolina,112,6,0.004,2011,3,162
SC,south carolina,113,245,0.1504,2012,22,150
SC,south carolina,114,9,0.0051,2013,6,186
SD,south dakota,17,1,0,1916,1,2
SD,south dakota,24,1,0,1923,1,2
SD,south dakota,37,1,0,1936,1,2
SD,south dakota,49,3,0.1053,1948,1,26
SD,south dakota,50,4,0,1949,2,30
SD,south dakota,51,6,0.0712,1950,2,30
SD,south dakota,52,25,0.2304,1951,3,25
SD,south dakota,53,11,0.0621,1952,1,18
SD,south dakota,54,8,0.0602,1953,2,31
SD,south dakota,55,13,0.0925,1954,2,20
SD,south dakota,56,14,0.0976,1955,2,15
SD,south dakota,57,1,0.0049,1956,1,8
SD,south dakota,58,80,0.2726,1957,7,32
SD,south dakota,59,17,0.0515,1958,2,36
SD,south dakota,60,4,0.0229,1959,3,28
SD,south dakota,61,33,0.2215,1960,3,34
SD,south dakota,62,47,0.3615,1961,4,48
SD,south dakota,63,11,0.0827,1962,2,42
SD,south dakota,64,26,0.1503,1963,4,31
SD,south dakota,65,5,0.0307,1964,1,25
SD,south dakota,66,24,0.1091,1965,5,20
SD,south dakota,67,37,0.0964,1966,2,25
SD,south dakota,68,5,0.0323,1967,2,16
SD,south dakota,69,27,0.1888,1968,3,11
SD,south dakota,70,91,0.384,1969,5,22
SD,south dakota,71,11,0.0304,1970,2,25
SD,south dakota,72,14,0.0598,1971,2,13
SD,south dakota,73,35,0.1009,1972,6,25
SD,south dakota,74,31,0.1119,1973,4,27
SD,south dakota,75,61,0.1622,1974,5,30
SD,south dakota,76,42,0.0905,1975,9,29
SD,south dakota,77,41,0.0909,1976,8,30
SD,south dakota,78,69,0.1485,1977,8,31
SD,south dakota,79,62,0.1219,1978,7,39
SD,south dakota,80,113,0.2341,1979,8,31
SD,south dakota,81,96,0.2182,1980,10,30
SD,south dakota,82,96,0.2083,1981,7,30
SD,south dakota,83,115,0.2873,1982,7,27
SD,south dakota,84,72,0.2021,1983,8,31
SD,south dakota,85,94,0.2683,1984,10,28
SD,south dakota,86,76,0.2383,1985,8,24
SD,south dakota,87,114,0.301,1986,6,19
SD,south dakota,88,196,0.6179,1987,7,34
SD,south dakota,89,85,0.1927,1988,5,23
SD,south dakota,90,134,0.3097,1989,10,24
SD,south dakota,91,108,0.237,1990,8,22
SD,south dakota,92,75,0.1487,1991,8,22
SD,south dakota,93,81,0.1636,1992,7,20
SD,south dakota,94,141,0.2547,1993,11,31
SD,south dakota,95,56,0.1065,1994,8,18
SD,south dakota,96,326,0.5657,1995,12,24
SD,south dakota,97,97,0.1979,1996,10,22
SD,south dakota,98,160,0.2938,1997,12,21
SD,south dakota,99,33,0.0726,1998,8,22
SD,south dakota,100,142,0.2882,1999,13,22
SD,south dakota,101,106,0.2424,2000,10,21
SD,south dakota,102,104,0.2121,2001,12,23
SD,south dakota,103,172,0.374,2002,10,17
SD,south dakota,104,133,0.2291,2003,9,24
SD,south dakota,105,232,0.4139,2004,12,23
SD,south dakota,106,119,0.2601,2005,10,22
SD,south dakota,107,257,0.436,2006,9,21
SD,south dakota,108,272,0.4934,2007,14,23
SD,south dakota,109,140,0.2614,2008,9,20
SD,south dakota,110,196,0.3445,2009,11,21
SD,south dakota,111,148,0.2768,2010,13,30
SD,south dakota,112,71,0.0932,2011,9,19
SD,south dakota,113,147,0.202,2012,17,22
SD,south dakota,114,98,0.1319,2013,10,24
TN,tennessee,36,13,0,1935,1,2
TN,tennessee,37,2,0,1936,1,4
TN,tennessee,38,88,0,1937,3,23
TN,tennessee,39,13,0.3023,1938,2,21
TN,tennessee,41,46,0,1940,1,27
TN,tennessee,42,9,0.06,1941,1,30
TN,tennessee,43,2,0.0339,1942,1,20
TN,tennessee,44,3,0.0303,1943,1,24
TN,tennessee,45,2,0.0345,1944,1,17
TN,tennessee,46,13,0.1429,1945,1,27
TN,tennessee,47,13,0,1946,2,21
TN,tennessee,48,31,0.6139,1947,1,26
TN,tennessee,49,12,1.2,1948,1,22
TN,tennessee,50,179,3.1964,1949,4,30
TN,tennessee,51,5,0.0151,1950,1,34
